,Unnamed: 0,X,id_X,premz,rtmed,rtmean,int,col_eng,pol,ms2Peaks,ms1Peaks,neutral_mass,SIRIUSCSV
170,171,171,endo_negM251R482ID171,251.201171875,482.229492,482.687242,1890447.250488,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0171.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM251R482ID171_formula.csv
171,172,172,endo_negM529R483ID172,529.279541015625,482.960121,482.960121,60309.5083007812,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0172.txt,no ms1 peaks in QC,no mass from CAMERA,
172,173,173,endo_negM369R487ID173,369.203674316406,487.44765,487.44765,364745.6733398,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0173.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM369R487ID173_structure.csv
173,174,174,endo_negM401R489ID174,401.141479492188,488.951139,488.951139,531068.390625,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0174.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM401R489ID174_structure.csv
174,175,175,endo_negM277R496ID175,277.216705322266,495.626772,495.354972,1284266.305176,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0175.txt,no ms1 peaks in QC,no mass from CAMERA,
175,176,176,endo_negM254R501ID176,253.793380737305,500.976486,500.976486,304183.2695312,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0176.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM254R501ID176_formula.csv
176,177,177,endo_negM327R505ID177,327.232360839844,504.82458,504.82458,2984577.983398,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0177.txt,no ms1 peaks in QC,no mass from CAMERA,
177,178,178,endo_negM271R509ID178,271.227416992188,508.602363,508.602363,356397.8515625,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0178.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM271R509ID178_formula.csv
178,179,179,endo_negM303R506ID179,303.232330322266,506.334828,506.334828,984209.828125,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0179.txt,no ms1 peaks in QC,no mass from CAMERA,
179,180,180,endo_negM227R512ID180,227.201309204102,512.38446,512.38446,1138505.115234,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0180.txt,no ms1 peaks in QC,no mass from CAMERA,
180,181,181,endo_negM353R516ID181,353.141815185547,516.268311,516.268311,203111.8447266,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0181.txt,no ms1 peaks in QC,no mass from CAMERA,
181,182,182,endo_negM279R525ID182,279.232360839844,524.778879,525.142062,2911015.246582,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0182.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM279R525ID182_formula.csv
182,183,183,endo_negM759R532ID183,759.4306640625,531.610884,530.852285,191576.1816406,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0183.txt,no ms1 peaks in QC,no mass from CAMERA,
183,184,184,endo_negM976R545ID184,975.529907226563,545.46735,545.428659,1394280.6875,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0184.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM976R545ID184_structure.csv
184,185,185,endo_negM307R565ID185,307.263732910156,565.256445,565.220976,198903.0859375,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0185.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM307R565ID185_formula.csv
185,186,186,endo_negM883R568ID186,883.391662597656,568.353864,568.0299876,690178.0380859,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0186.txt,no ms1 peaks in QC,no mass from CAMERA,
186,187,187,endo_negM813R580ID187,813.477355957031,580.209147,580.202772,3209911.008545,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0187.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM813R580ID187_structure.csv
187,188,188,endo_negM815R594ID188,815.492980957031,593.968164,593.931598285714,925636.7558594,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_0188.txt,no ms1 peaks in QC,no mass from CAMERA,
